Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country
F,18,171,64,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Javelin Throw,Silver,Germany
M,22,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold,Greece
M,22,162,52,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,Russia
M,31,NA,NA,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,Finland
M,33,171,59,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Bronze,Finland
M,23,184,88,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Javelin Throw,Bronze,Finland
M,47,NA,NA,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",Bronze,Finland
M,24,181,59,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Bronze,Ethiopia
M,25,167,60,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Bronze,Ethiopia
M,23,170,65,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Gold,USA
M,23,170,65,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Gold,USA
M,22,175,60,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,Cuba
M,32,192,131,Germany,GER,2012 Summer,2012,Summer,London,Judo,Judo Men's Heavyweight,Bronze,Germany
M,27,NA,55,United States,USA,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Bantamweight,Bronze,USA
F,24,176,75,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Single Sculls,Gold,Romania
M,29,180,81,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,Bronze,United Arab Emirates
F,29,164,50,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",Silver,Russia
M,26,174,80,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,Serbia
M,23,166,58,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Silver,Japan
M,26,160,57,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,Japan
M,25,168,82,Mongolia,MGL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,Mongolia
M,23,191,109,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Bulgaria
M,27,191,109,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Bulgaria
M,31,191,109,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Bulgaria
M,36,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,USA
M,33,NA,109,Italy,ITA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Gold,Italy
M,23,170,61,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Silver,Bulgaria
M,23,166,61,China,CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,China
F,25,180,130,China,CHN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Gold,China
F,29,180,130,China,CHN,2012 Summer,2012,Summer,London,Judo,Judo Women's Heavyweight,Bronze,China
M,21,182,76,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Men's Two Person Dinghy,Silver,Russia
M,25,182,76,Estonia,EST,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Bronze,Estonia
M,29,187,87,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,Gold,USA
M,21,187,98,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Hammer Throw,Gold,USA
F,20,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,Bronze,Sweden
F,31,181,72,Czech Republic,CZE,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,Gold,Czech Republic
M,24,158,66,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Featherweight,Silver,Bulgaria
M,23,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,Bronze,France
F,28,173,61,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Bronze,Sweden
M,26,NA,NA,Philippines,PHI,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's High Jump,Bronze,Philippines
F,33,175,75,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,Silver,Russia
M,26,NA,NA,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,Gold,Czech Republic
M,29,175,68,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,Hungary
M,22,161,54,Hungary,HUN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,Gold,Hungary
M,26,181,105,Ukraine,UKR,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Gold,Ukraine
M,25,158,51,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,Bronze,Russia
F,27,170,57,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 200 metres,Gold,USA
F,31,170,57,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,Bronze,USA
F,33,183,68,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Bronze,USA
F,33,183,68,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,Bronze,USA
F,41,183,68,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Silver,USA
M,20,178,71,United States,USA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,Silver,USA
M,32,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Individual All-Around,Silver,France
M,24,173,73,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze,Russia
F,22,152,48,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold,Japan
M,23,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Middleweight,Gold,Italy
M,32,193,125,Italy,ITA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Discus Throw,Silver,Italy
M,39,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Hungary
M,32,172,85,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,Hungary
M,29,162,67,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Hungary
M,28,168,62,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,Hungary
M,33,185,73,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold,Slovakia
M,23,NA,NA,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual, Three Hits",Bronze,Hungary
M,28,172,96,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Russia
F,25,147,45,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Bronze,Australia
M,26,180,80,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,France
M,21,185,80,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Individual",Bronze,France
M,18,NA,NA,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,Bronze,South Africa
M,22,188,75,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,24,176,73,Poland,POL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Poland
M,27,176,73,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,Poland
M,31,176,73,Poland,POL,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Poland
M,29,192,98,France,FRA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Heavyweight,Bronze,France
M,33,192,98,France,FRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Bronze,France
M,21,188,84,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
M,25,188,84,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
F,26,157,47,Vietnam,VIE,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,Silver,Vietnam
M,25,191,80,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,Silver,Russia
M,29,191,80,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,Silver,Russia
M,23,180,75,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",Silver,Italy
M,20,NA,NA,Great Britain/Germany,GER,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Gold,Germany
M,23,168,65,Germany,GER,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,Bronze,Germany
M,27,168,65,Germany,GER,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Extra-Lightweight,Bronze,Germany
M,27,175,59,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,Silver,Ireland
M,27,159,56,Poland,POL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,Bronze,Poland
M,27,NA,97,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight I,Gold,Russia
F,16,172,66,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Backstroke,Silver,Germany
F,16,172,66,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Backstroke,Silver,Germany
F,20,172,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,Bronze,Germany
M,33,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Bronze,UK
M,20,171,75,France,FRA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,France
M,24,171,75,France,FRA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's Sprint,Bronze,France
M,24,171,75,France,FRA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,France
M,23,180,86,Australia,AUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Heavyweight,Silver,Australia
M,24,175,60,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",Bronze,Ukraine
M,23,174,74,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Russia
M,24,184,82,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Silver,Cuba
M,24,NA,NA,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,Canada
M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Military Rifle, 200 metres",Bronze,Greece
F,22,164,59,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Individual",Gold,Italy
F,26,164,59,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",Bronze,Italy
F,30,164,59,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",Bronze,Italy
F,34,164,59,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",Silver,Italy
F,21,170,54,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Individual",Gold,France
M,19,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,Silver,USA
M,30,174,75,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,Romania
M,22,NA,NA,Italy,ITA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Long Jump,Silver,Italy
M,22,NA,NA,Italy,ITA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed High Jump,Gold,Italy
M,20,161,77,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Featherweight,Bronze,Indonesia
M,24,161,77,Indonesia,INA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,Silver,Indonesia
M,38,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Silver,USA
M,27,176,61,Poland,POL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,Poland
M,29,156,60,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,Russia
F,24,170,57,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Women's One Person Dinghy,Bronze,USA
F,20,164,56,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,Gold,UK
F,24,164,56,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Gold,UK
F,29,178,64,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres,Bronze,USA
M,18,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,Bronze,France
M,19,185,77,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,Gold,USA
M,19,165,58,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,Serbia
M,23,165,58,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,Serbia
F,25,162,65,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Gold,Slovenia
M,28,184,104,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Silver,Spain
M,23,182,105,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Heavyweight,Silver,Bulgaria
M,27,165,56,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,Bronze,Taiwan
M,29,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,Russia
M,26,164,59,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,Russia
M,24,177,74,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Russia
F,24,162,62,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Silver,Russia
M,23,169,65,Mongolia,MGL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,Silver,Mongolia
F,25,168,57,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Bronze,Taiwan
M,24,156,54,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze,Bulgaria
M,19,189,81,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing High Jump,Silver,Greece
M,19,189,81,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,Silver,Greece
M,23,189,81,Greece,GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Bronze,Greece
M,23,189,81,Greece,GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Gold,Greece
M,26,178,85,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,Belarus
F,28,173,73,Belarus,BLR,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Bronze,Belarus
M,27,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,Russia
M,26,184,90,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Gold,Georgia
M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,Athina,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Silver,Greece
M,27,165,66,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Georgia
M,22,160,54,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,Bulgaria
F,19,158,49,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Platform,Bronze,Russia
F,22,158,47,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Gold,Greece
M,24,163,54,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Bronze,Japan
F,22,170,126,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Gold,Japan
F,26,170,126,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Silver,Japan
M,24,167,66,Japan,JPN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Japan
M,24,167,66,Japan,JPN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,Bronze,Japan
M,28,167,66,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,Japan
M,28,167,66,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Silver,Japan
M,28,167,66,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,Japan
M,28,167,66,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Japan
M,23,195,120,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Kazakhstan
M,22,158,52,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,Japan
M,26,158,52,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,Silver,Japan
M,26,158,52,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,Silver,Japan
M,26,158,52,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Japan
M,24,NA,NA,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Japan
M,28,NA,NA,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Japan
M,27,184,85,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,Silver,Russia
M,26,188,92,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Javelin Throw,Bronze,Russia
M,30,188,92,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,Gold,Russia
F,26,NA,NA,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Women's Individual,Silver,Ukraine
M,19,180,91,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Bronze,New Zealand
M,19,NA,NA,France,FRA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Silver,France
M,28,193,94,Norway,NOR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Gold,Norway
M,32,193,94,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Gold,Norway
M,24,186,91,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze,Uzbekistan
M,27,188,82,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Silver,USA
F,20,160,45,Ethiopia,ETH,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 10,000 metres",Gold,Ethiopia
F,28,160,45,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",Gold,Ethiopia
F,32,160,45,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Bronze,Ethiopia
M,22,178,71,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Bronze,Uzbekistan
M,24,188,72,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",Bronze,Germany
M,27,NA,NA,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,Bronze,Hungary
M,24,175,72,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver,Kenya
M,26,167,63,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,Bronze,Hungary
F,25,168,66,United States,USA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Gold,USA
M,25,NA,NA,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Hungary
M,28,177,66,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,Finland
M,30,179,66,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,Ethiopia
